"","custid","region","townsize","gender","age","agecat","birthmonth","ed","edcat","jobcat","union","employ","empcat","retire","income","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","address","addresscat","cars","carown","cartype","carvalue","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenure","card2tenurecat","carditems","cardspent","card2items","card2spent","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","lujo_si"
"4313","8193-BKLGVR-4BH","1","1","1",18,"2","Junio",10,"1","4","0",2,"2","0",15,"1",4.3,0.11868,0.52632,"0","4","1",12,"2",5,0,0,0,0,0,0,0,0,"1","1",0,"1",2,"1","0",6.3,"1","0","0","1","1",19,"1","0","0","0","0","0","0","0","0","0","9","4","0","0","1","3","4","2","0",0,1,"2","4","4","0",0,1,5,94.44,0,0,"1","1",8,"0",12.35,83.15,"1",24.75,205.3,"0",0,0,"1",13.5,75,"0","0",0,"0","0","0","0","0","1","0","1","0","1",19,"1","0","1","0","0","0","0","0","1","0","0","0","0"
"4314","9049-IXVOST-CNT","1","1","1",36,"4","Enero",17,"4","6","0",8,"3","0",101,"4",13.2,8.585808,4.746192,"1","5","0",-1,"-1",1,2,1,0,0,1,0,0,0,"0","2",7,"2",1,"1","0",35.8,"2","0","1","1","1",31,"1","0","0","0","0","0","0","0","0","0","9","2","1","0","1","4","3","4","1",13,4,"3","4","2","0",11,4,9,132.46,2,36.34,"0","1",33,"0",12.9,422.5,"0",0,0,"1",32.65,1011.35,"1",25,915,"0","0",0,"0","0","0","0","0","0","0","0","0","1",15,"1","1","1","1","1","1","0","0","1","0","0","0","0"
"4315","9110-FVPBBH-02Q","2","4","0",39,"4","Octubre",14,"2","1","1",11,"4","0",45,"2",5.8,0.79866,1.81134,"0","1","1",12,"2",2,0,0,0,0,0,0,0,0,"0","2",14,"3",3,"1","0",18.3,"1","0","1","1","1",28,"1","0","0","0","0","0","0","1","0","0","1","2","1","1","1","4","1","3","0",21,5,"2","1","3","0",21,5,5,131.36,5,85.22,"0","2",72,"0",29.15,2019.55,"0",0,0,"0",0,0,"1",8.75,590,"0","0",0,"1","0","0","0","0","0","0","0","0","1",18,"1","1","1","0","0","0","1","0","1","0","0","0","0"
"4316","8372-ZSWGHU-LH8","1","1","0",48,"4","Septiembre",19,"4","5","0",11,"4","0",96,"4",6.5,0.76752,5.47248,"0","4","1",17,"4",2,0,0,0,0,0,0,0,0,"1","4",25,"4",1,"1","0",45.4,"3","1","1","10","5",27,"0","0","0","1","0","0","0","0","0","1","9","5","0","0","0","4","4","2","0",10,3,"3","1","2","1",8,3,14,410.93,2,56.28,"0","1",18,"1",4.4,79.9,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","1","0","2","1","0","0","0","1","1",15,"1","1","1","1","1","0","1","0","0","0","0","0","1"
"4317","5297-GKMENW-FQC","2","1","1",48,"4","Mayo",17,"4","5","0",12,"4","0",87,"4",3.5,2.700915,0.344085,"0","4","1",17,"4",4,0,0,0,0,0,0,0,0,"0","2",23,"4",0,"-1","-1",-1,"-1","-1","0","4","3",22,"0","0","0","1","0","0","0","0","0","0","4","4","0","0","1","2","4","2","0",30,5,"3","2","2","0",26,5,8,220.73,7,100.54,"0","3",67,"0",19.5,1255.9,"1",29.5,2063.2,"0",0,0,"1",24.25,1600,"0","0",0,"1","0","1","0","1","1","1","1","1","1",16,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"4318","3045-RSWAPX-5QP","2","4","1",18,"2","Agosto",13,"2","2","0",0,"1","0",14,"1",1.7,0.147798,0.090202,"0","2","1",14,"2",4,7,0,0,0,0,0,0,7,"1","1",0,"1",2,"1","0",7.5,"1","0","1","8","4",19,"1","1","0","1","0","0","0","1","0","0","9","6","0","0","0","4","4","3","0",0,1,"3","2","1","1",0,1,13,273.47,3,50.19,"1","1",2,"1",3.15,8.05,"1",16.75,34.95,"1",43.2,38.5,"0",0,0,"1","34.25",23.15,"0","1","0","4","1","1","1","0","1","0",0,"0","0","0","0","1","1","1","1","0","0","0","0","0"
"4319","6318-GJXIZZ-26J","5","5","1",73,"6","Junio",20,"5","1","1",13,"4","0",77,"4",13.7,3.808189,6.740811,"0","3","0",-1,"-1",1,9,0,0,0,0,0,0,9,"1","4",47,"5",0,"-1","-1",-1,"-1","-1","1","4","3",32,"0","0","1","1","0","0","0","1","0","0","9","6","0","0","1","3","1","4","1",22,5,"1","2","3","0",16,5,12,266.68,6,133.85,"1","2",49,"0",10.5,525.95,"1",32.5,1648.75,"1",56.25,2761.65,"1",9.5,480,"1","47.8",2333.35,"1","1","1","4","1","1","1","1","1","1",14,"1","1","1","1","1","1","1","0","0","0","1","0","0"
"4320","4451-NEQWOG-BFC","1","5","1",76,"6","Febrero",11,"1","5","0",24,"5","1",16,"1",9.5,0.24472,1.27528,"0","5","1",7,"1",4,14,0,0,0,0,0,0,14,"1","1",41,"5",2,"0","0",5.3,"1","0","0","1","1",25,"1","0","0","1","1","1","0","0","0","0","9","2","0","0","1","2","4","2","0",40,5,"5","2","2","0",30,5,5,120.9,6,97.21,"0","2",72,"0",51.75,3714.15,"0",0,0,"0",0,0,"1",188.5,13705,"0","0",0,"1","0","0","0","1","1","1","1","0","1",23,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"4321","4010-NBXOCJ-UT7","5","5","1",72,"6","Febrero",13,"2","5","0",40,"5","1",14,"1",20,1.4364,1.3636,"0","4","0",-1,"-1",1,1,1,0,0,0,0,0,0,"1","3",31,"5",3,"0","0",4.2,"1","1","0","8","4",35,"1","1","1","1","0","1","0","1","1","0","4","4","0","0","0","4","2","4","0",36,5,"3","2","3","1",29,5,14,257.84,3,48.17,"1","2",71,"0",17.25,1221.6,"0",0,0,"0",0,0,"1",32.75,2230,"0","0",0,"1","0","0","2","0","0","0","0","1","1",20,"1","1","1","0","1","1","0","0","1","0","0","0","0"
"4322","0785-RMHBSX-QYK","4","1","1",58,"5","Diciembre",18,"4","3","0",17,"5","0",140,"5",21.3,13.09098,16.72902,"1","2","0",-1,"-1",1,3,2,1,0,0,0,0,0,"1","1",22,"4",1,"1","1",53.9,"3","0","1","2","1",19,"0","1","0","0","0","0","0","0","0","0","9","1","1","1","0","4","2","3","0",12,4,"2","4","3","0",14,4,5,91.66,3,54.73,"0","2",28,"0",8.5,250.4,"0",0,0,"0",0,0,"1",8.5,210,"1","28.55",777.2,"1","1","0","0","1","1","1","1","1","1",22,"1","1","1","0","1","0","0","1","0","0","0","0","1"
"4323","9282-WPEYAO-PTU","5","5","0",41,"4","Septiembre",18,"4","2","0",3,"2","0",35,"2",8.5,0.312375,2.662625,"0","2","1",16,"3",2,3,0,0,0,0,0,0,3,"1","1",5,"2",0,"-1","-1",-1,"-1","-1","0","8","4",22,"0","0","0","1","1","0","0","1","1","0","9","6","1","1","1","1","4","1","0",11,4,"4","1","4","0",8,3,11,415.04,5,177.88,"0","2",22,"0",8.85,213,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"1","0","1","3","0","0","0","0","1","1",22,"1","1","1","0","1","0","1","0","0","0","1","0","0"
"4324","7698-RZOTTO-EC9","2","1","0",50,"5","Febrero",15,"3","5","0",17,"5","0",80,"4",2.9,1.05096,1.26904,"0","3","1",17,"4",2,0,0,0,0,0,0,0,0,"1","1",23,"4",1,"1","1",43.9,"3","0","1","4","3",30,"0","0","0","1","0","0","0","0","0","0","9","4","1","0","0","1","1","2","0",23,5,"4","3","1","0",19,5,9,407.86,3,107.74,"0","3",58,"0",18.35,1036.6,"0",0,0,"0",0,0,"1",19.75,1155,"0","0",0,"1","0","0","0","0","0","0","0","0","1",20,"1","1","1","0","1","0","1","0","1","0","0","0","1"
"4325","9831-FASJKX-KDA","4","5","0",20,"2","Febrero",15,"3","5","0",0,"1","0",18,"1",6.4,0.150912,1.001088,"1","3","0",-1,"-1",4,2,0,2,0,0,0,0,0,"0","2",1,"1",2,"0","1",5.9,"1","0","1","4","3",43,"0","0","1","1","0","1","0","1","0","0","9","2","1","0","1","1","2","4","0",2,2,"2","1","1","1",2,2,11,393.57,7,390.02,"0","3",7,"0",5.25,40.4,"1",12.75,96.5,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",21,"1","0","1","0","0","0","0","0","0","0","0","0","0"
"4326","8906-YTASPW-PT4","2","1","1",79,"6","Abril",13,"2","2","0",7,"3","1",9,"1",9.5,0.469395,0.385605,"0","5","1",8,"1",2,0,0,0,0,0,0,0,0,"0","2",21,"4",4,"0","1",5.2,"1","1","1","1","1",31,"1","0","0","1","1","0","0","0","0","0","9","4","0","0","0","3","4","3","1",27,5,"4","4","3","0",24,5,10,173.53,4,44.65,"0","2",63,"0",19.85,1240.2,"0",0,0,"0",0,0,"1",25.25,1550,"0","0",0,"0","0","0","0","1","0","0","1","0","0",0,"0","0","0","0","0","1","0","0","1","0","0","0","0"
"4327","1009-GGLDAH-TAC","5","3","1",52,"5","Septiembre",10,"1","1","0",8,"3","0",65,"3",11.4,5.1129,2.2971,"0","2","1",9,"1",2,0,0,0,0,0,0,0,0,"1","4",20,"4",3,"1","0",25.5,"2","0","1","1","1",24,"1","0","0","1","0","0","0","0","0","0","9","5","0","1","0","2","2","4","0",20,5,"5","2","1","0",14,4,7,104.09,1,11.31,"1","2",39,"1",9,341.05,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",16,"1","1","1","0","1","0","0","0","0","0","0","0","0"
"4328","7178-QWDZEB-BZQ","4","1","1",62,"5","Febrero",7,"1","2","0",5,"2","0",32,"2",5.3,0.476576,1.219424,"0","5","1",9,"1",2,7,0,0,0,0,0,0,7,"1","1",29,"5",1,"1","0",14.6,"1","0","1","10","5",34,"0","0","0","1","0","0","0","0","0","1","9","4","0","1","0","3","1","3","0",14,4,"4","2","1","1",8,3,14,255.2,5,107.25,"0","2",31,"0",5.9,191.6,"0",0,0,"0",0,0,"1",9,285,"0","0",0,"0","0","0","0","0","0","0","0","0","1",17,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"4329","8321-KZDZZX-H8T","1","3","0",25,"3","Noviembre",15,"3","2","0",0,"1","0",19,"1",2.6,0.073606,0.420394,"0","3","1",13,"2",4,0,0,0,0,0,0,0,0,"1","3",2,"1",4,"1","0",9.8,"1","0","0","1","1",30,"1","0","0","0","1","1","0","0","0","0","1","6","1","0","1","3","4","3","1",1,1,"4","2","2","1",4,2,6,133.42,6,137.84,"0","3",3,"0",6.05,14.9,"1",17.5,53.4,"0",0,0,"1",14.25,20,"1","27.95",39.45,"0","1","1","0","1","1","1","1","0","1",21,"0","1","1","0","0","1","0","0","0","0","0","0","0"
"4330","0577-TWNSNX-7EF","2","5","0",29,"3","Mayo",11,"1","5","0",7,"3","0",39,"2",1.3,0.227643,0.279357,"0","3","0",-1,"-1",2,1,0,1,0,0,0,0,0,"0","2",2,"1",2,"1","1",22,"2","0","1","8","4",31,"0","0","0","1","1","0","1","1","0","1","9","6","1","1","1","3","4","4","0",11,4,"4","1","3","0",11,4,9,196.57,12,262.24,"1","3",42,"0",14.45,618.5,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",22,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"4331","1636-AJDHWK-OJU","5","4","0",18,"2","Mayo",13,"2","1","0",0,"1","0",19,"1",6,0.46284,0.67716,"0","2","0",-1,"-1",1,9,2,0,0,0,0,0,7,"0","2",0,"1",1,"0","1",8.8,"1","0","1","2","1",21,"0","1","1","0","0","0","0","1","0","0","9","4","0","0","0","1","4","1","0",0,1,"3","3","1","0",0,1,15,665.24,8,294.12,"1","1",11,"0",2.75,28.7,"1",12,128.9,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","1","1","0","1",26,"1","0","1","0","0","0","0","0","1","0","0","1","0"
"4332","2129-FHCWLZ-ZM5","3","3","1",70,"6","Noviembre",18,"4","1","1",12,"4","0",123,"4",2.9,0.613524,2.953476,"0","2","0",-1,"-1",1,9,2,0,0,0,0,0,7,"1","3",42,"5",4,"1","0",58.6,"3","0","0","1","1",22,"1","0","0","0","0","0","0","1","0","0","9","4","1","0","0","3","3","4","0",38,5,"4","4","4","1",27,5,19,541.63,5,174.43,"0","2",72,"0",31.1,2291.75,"1",39.25,2981.2,"0",0,0,"1",23.5,1650,"0","0",0,"1","0","0","0","1","1","1","1","0","1",19,"1","1","1","0","1","0","0","0","1","1","0","1","1"
"4333","1446-EOSUKZ-KSJ","2","2","0",18,"2","Abril",13,"2","1","0",0,"1","0",24,"1",4.2,0.235872,0.772128,"0","1","0",-1,"-1",3,0,0,0,0,0,0,0,0,"0","1",0,"1",3,"1","1",14.6,"1","0","1","1","1",27,"1","0","0","0","0","0","1","0","0","1","9","4","0","0","1","2","4","3","1",0,1,"4","2","3","0",0,1,11,267.94,0,0,"0","1",8,"0",13.65,108.05,"1",26.75,235.5,"0",0,0,"1",12.75,75,"1","32.1",244.35,"1","1","1","1","1","1","1","1","1","1",19,"1","1","1","0","1","0","1","0","0","0","0","0","0"
"4334","6725-WVDKTL-Y9J","3","4","1",37,"4","Julio",13,"2","2","0",4,"2","0",33,"2",7,0.24255,2.06745,"0","3","0",-1,"-1",1,1,0,1,0,0,0,0,0,"0","2",17,"4",0,"-1","-1",-1,"-1","-1","1","5","3",32,"0","0","0","0","1","0","0","0","0","0","9","6","0","1","0","2","2","3","0",7,3,"3","4","3","0",6,3,9,207.54,0,0,"1","1",25,"0",5.1,131.85,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","3","0","0","0","0","0","1",18,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"4335","4108-OUNWAB-W0Q","5","4","1",54,"5","Junio",12,"2","2","0",4,"2","0",43,"2",3.9,0.511485,1.165515,"0","4","1",15,"3",2,4,1,1,0,0,0,0,2,"0","2",12,"3",1,"1","0",22.6,"2","1","0","8","4",28,"0","0","0","0","0","0","0","1","0","0","1","5","0","0","1","4","2","3","0",13,4,"3","1","3","0",13,4,5,63.85,0,0,"0","2",29,"0",8.05,190.45,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",24,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"4336","5128-AHGTLR-ECI","2","1","1",28,"3","Noviembre",15,"3","2","0",0,"1","0",22,"1",7.8,0.73788,0.97812,"0","2","1",15,"3",4,1,0,1,0,0,0,0,0,"0","4",3,"2",2,"1","1",11.7,"1","1","0","1","1",19,"1","1","1","0","1","0","0","1","0","1","1","4","0","0","0","3","2","4","0",5,2,"1","1","3","0",7,3,8,173.99,5,112.4,"0","1",16,"1",5.15,79.65,"1",13.5,203.25,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","1","1","1","1","0","1",28,"1","1","1","0","0","0","0","0","0","1","0","0","0"
"4337","1656-EBYZAL-ZLY","1","1","0",48,"4","Abril",20,"5","1","0",9,"3","0",50,"3",10.5,3.08175,2.16825,"1","5","1",20,"5",2,0,0,0,0,0,0,0,0,"1","1",21,"4",1,"1","1",20.6,"2","0","0","3","2",31,"0","0","1","0","0","0","0","0","0","0","9","4","0","0","1","3","2","3","0",6,3,"2","3","4","0",7,3,7,244.69,8,242.75,"0","3",24,"0",6.95,148.1,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"1","1","0","4","0","0","0","0","1","1",21,"1","1","1","0","1","0","1","0","0","0","0","0","0"
"4338","8065-JTDURW-OCG","4","1","1",74,"6","Diciembre",17,"4","3","0",22,"5","0",142,"5",0.8,0.259008,0.876992,"0","4","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",49,"5",2,"1","0",81.2,"3","0","1","1","1",26,"1","0","0","0","1","1","0","0","0","1","9","4","0","0","1","4","4","2","1",36,5,"2","1","3","0",26,5,11,1024.23,1,132.34,"0","2",70,"0",53.85,3910.45,"0",0,0,"1",43.4,3069.25,"1",23.25,1680,"0","0",0,"1","1","0","3","0","0","1","0","1","1",11,"1","1","1","0","1","0","1","0","1","0","0","0","1"
"4339","2623-MEOMRM-QB7","1","1","0",54,"5","Noviembre",17,"4","2","0",11,"4","0",77,"4",5,1.05105,2.79895,"0","5","0",-1,"-1",1,6,1,0,1,0,0,0,4,"1","1",4,"2",0,"-1","-1",-1,"-1","-1","0","4","3",19,"0","0","0","1","0","0","0","1","0","0","9","2","1","1","1","4","4","3","0",27,5,"3","1","2","0",22,5,15,247.93,1,15.09,"1","2",52,"0",12.05,656.85,"0",0,0,"1",36.75,1804.3,"1",15,755,"1","37.2",1905.1,"1","1","1","4","1","0","1","0","0","1",26,"1","1","1","1","1","1","0","0","1","0","0","0","0"
"4340","6856-KHZATU-IGL","4","3","0",57,"5","Octubre",19,"4","3","0",12,"4","0",85,"4",34.9,10.14543,19.51957,"1","4","1",17,"4",2,8,1,0,0,0,0,0,7,"1","1",32,"5",3,"1","0",41,"3","0","0","1","1",27,"1","0","0","0","1","0","0","0","0","0","9","4","0","1","0","4","4","1","1",23,5,"5","4","3","0",16,5,11,471.3,5,165.69,"0","3",53,"1",16.1,862,"1",50.5,2710.2,"1",55.2,2943.35,"1",30,1575,"1","63.55",3402.95,"1","1","1","4","1","1","1","1","1","1",26,"1","1","1","1","1","1","1","1","0","0","0","1","1"
"4341","7405-OIJWSJ-4IB","1","2","0",29,"3","Julio",13,"2","5","0",6,"3","0",21,"1",24.8,2.13528,3.07272,"1","1","1",13,"2",2,0,0,0,0,0,0,0,0,"0","2",6,"2",0,"-1","-1",-1,"-1","-1","1","8","4",29,"0","0","0","0","0","0","0","1","0","0","1","5","0","1","1","1","4","1","1",6,3,"3","4","4","0",7,3,5,96.08,7,186.41,"1","3",16,"0",8.3,128.75,"1",15.75,265.25,"0",0,0,"1",13.5,170,"0","0",0,"0","0","0","0","1","1","1","1","0","1",26,"1","1","1","0","0","0","1","0","0","0","0","0","0"
"4342","4891-UBNVXR-I1X","2","2","0",37,"4","Marzo",11,"1","1","0",4,"2","0",34,"2",12.7,1.234948,3.083052,"1","3","0",-1,"-1",3,1,0,1,0,0,0,0,0,"0","2",16,"4",4,"1","0",16.7,"1","0","1","1","1",22,"1","0","0","1","0","1","0","0","0","0","9","6","1","1","0","5","4","2","0",11,4,"2","1","3","0",9,3,6,108.61,3,74.08,"1","1",37,"1",7.05,271.9,"1",33.5,1247,"0",0,0,"1",17,555,"0","0",0,"0","0","0","0","1","1","1","1","0","1",17,"1","1","1","0","0","0","0","0","0","1","0","0","0"
"4343","0378-YTNFRY-YPC","5","5","0",21,"2","Diciembre",13,"2","5","1",1,"1","0",22,"1",31.8,2.504568,4.491432,"0","2","0",-1,"-1",1,2,0,2,0,0,0,0,0,"1","1",2,"1",0,"-1","-1",-1,"-1","-1","0","4","3",26,"1","0","0","1","1","0","0","0","0","0","9","2","0","0","0","1","3","1","0",3,2,"2","2","4","1",3,2,10,230.2,5,99.24,"1","1",44,"0",17.25,751.35,"1",27,1070.55,"1",49.35,1916.15,"1",27.75,1080,"1","34.6",1541.6,"1","1","0","0","1","1","1","1","0","1",25,"1","1","1","1","1","0","1","1","1","0","0","0","0"
"4344","1092-ZIWTTO-1MD","2","3","1",48,"4","Febrero",13,"2","2","1",4,"2","0",56,"3",6.6,0.11088,3.58512,"0","3","0",-1,"-1",1,7,1,0,0,0,0,0,6,"1","1",11,"3",1,"1","0",29.9,"2","0","1","5","3",30,"1","0","0","0","1","0","0","1","0","1","9","2","0","0","0","4","3","2","0",30,5,"1","1","2","0",20,5,5,82.2,2,39.08,"0","2",64,"0",34.75,2276.5,"1",23.5,1501.15,"0",0,0,"1",17,1100,"1","22.75",1398.35,"1","0","0","1","1","0","0","1","1","1",23,"1","1","1","0","1","1","0","0","0","0","0","0","0"
"4345","9101-HEPAWQ-C1J","5","2","1",43,"4","Julio",12,"2","3","0",11,"4","0",37,"2",12.3,0.263958,4.287042,"0","5","1",13,"2",2,0,0,0,0,0,0,0,0,"0","1",22,"4",1,"1","1",13.6,"1","1","1","10","5",28,"0","0","1","0","0","0","0","0","0","1","9","3","0","0","0","3","3","3","1",5,2,"5","3","3","1",3,2,8,192.63,0,0,"1","1",12,"0",2.85,36.05,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","3","0","0","0","0","0","1",23,"1","1","1","0","1","0","1","0","0","0","0","0","0"
"4346","7131-KZAJQV-CVB","2","3","1",47,"4","Mayo",18,"4","5","1",18,"5","0",144,"5",2.8,1.689408,2.342592,"0","3","0",-1,"-1",2,0,0,0,0,0,0,0,0,"1","3",10,"3",1,"1","1",82.3,"3","0","0","8","4",22,"0","1","1","1","0","0","0","1","0","0","9","4","0","1","0","4","4","2","1",5,2,"2","2","2","0",3,2,8,194.84,7,240.27,"0","2",9,"0",4.25,38.25,"0",0,0,"1",27.35,260.1,"0",0,0,"0","0",0,"0","0","0","1","0","0","1","0","0","1",18,"1","1","1","0","1","1","0","0","0","0","0","0","1"
"4347","8354-KNMJNR-QEC","1","1","1",32,"3","Enero",15,"3","1","1",1,"1","0",39,"2",16.6,2.932722,3.541278,"0","4","1",14,"2",5,1,1,0,0,0,0,0,0,"1","1",6,"2",0,"-1","-1",-1,"-1","-1","1","4","3",17,"0","0","0","1","0","0","0","0","0","0","9","5","0","1","1","3","1","2","0",14,4,"1","2","2","0",14,4,14,1042.21,7,560.16,"1","1",56,"0",10.05,600.2,"1",17.5,985.5,"1",34.15,1936.9,"1",14.25,830,"1","33.1",1780.7,"1","1","0","3","0","1","1","1","1","1",19,"1","1","1","0","1","1","1","1","0","0","0","0","0"
"4348","1917-UNVOZH-K3E","5","4","0",27,"3","Agosto",15,"3","1","0",1,"1","0",16,"1",10.6,0.256096,1.439904,"0","3","1",13,"2",3,0,0,0,0,0,0,0,0,"1","4",5,"2",2,"0","0",9.1,"1","1","0","4","3",35,"0","0","1","1","0","0","0","1","0","0","9","3","0","0","1","3","1","4","0",9,3,"2","3","3","0",9,3,7,157.83,1,15.21,"1","3",64,"0",8.85,560.4,"0",0,0,"1",44.65,2914.45,"1",13.25,870,"0","0",0,"0","1","1","0","1","1","1","1","1","1",25,"1","1","1","1","1","1","0","0","1","0","0","0","0"
"4349","2704-LZYTQD-QWX","2","1","0",27,"3","Febrero",11,"1","2","1",1,"1","0",23,"1",22.4,0.133952,5.018048,"0","4","1",11,"1",2,5,0,0,0,0,0,0,5,"0","1",5,"2",2,"1","0",14.9,"1","0","0","1","1",25,"1","0","0","0","0","0","0","0","0","1","2","4","0","0","0","3","2","3","0",10,3,"2","4","2","0",5,2,6,147.53,6,168.17,"1","3",12,"0",5,53.05,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",19,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"4350","6337-DWJYHK-QJE","5","5","0",67,"6","Junio",20,"5","1","0",12,"4","0",130,"5",11.5,2.691,12.259,"0","2","0",-1,"-1",1,4,0,4,0,0,0,0,0,"1","1",31,"5",1,"1","0",89.4,"3","0","1","8","4",33,"0","0","0","0","0","1","0","1","1","1","1","5","1","0","0","1","2","2","0",9,3,"3","2","1","0",11,4,13,351.06,7,255.16,"1","1",37,"0",8,289.75,"1",20.75,726.5,"1",44.25,1534.75,"1",17.75,615,"1","46.5",1579.35,"1","1","1","4","1","1","1","1","1","1",18,"1","1","1","1","1","1","1","0","1","0","0","0","1"
"4351","8388-GRBDWT-6P5","1","2","1",30,"3","Mayo",16,"3","2","0",0,"1","0",19,"1",14.3,0.445588,2.271412,"1","3","0",-1,"-1",1,9,0,0,0,0,0,0,9,"1","3",9,"3",0,"-1","-1",-1,"-1","-1","0","4","3",20,"0","0","0","1","1","0","0","1","0","0","9","5","0","0","0","3","4","1","0",13,4,"2","2","2","0",10,3,13,356.99,5,106.56,"1","3",29,"0",15,425.35,"1",19.25,517.65,"0",0,0,"1",22.25,600,"1","35.55",962.95,"1","1","0","2","0","1","1","1","1","1",22,"1","1","1","1","1","1","1","0","0","0","0","0","0"
"4352","5783-UYAGKS-G83","1","4","1",67,"6","Diciembre",16,"3","2","1",5,"2","0",28,"2",6.3,0.174636,1.589364,"0","1","1",16,"3",2,1,1,0,0,0,0,0,0,"1","1",40,"5",3,"1","0",12.8,"1","0","0","1","1",32,"1","0","0","0","0","0","0","1","0","1","9","4","0","0","0","1","3","1","0",35,5,"3","2","2","0",27,5,9,284.23,9,191.25,"1","2",64,"1",17.05,1091.55,"1",29.25,1824.15,"1",42.7,2639.95,"1",14.75,955,"1","35.5",2182.05,"1","1","1","1","1","1","0","1","0","1",23,"1","1","1","0","1","1","0","0","1","0","0","0","0"
"4353","5616-QVURZC-BJ4","5","4","1",52,"5","Junio",13,"2","1","0",20,"5","0",248,"5",8.9,5.275208,16.796792,"0","5","1",12,"2",4,2,0,2,0,0,0,0,0,"1","3",23,"4",3,"1","1",83.3,"3","1","0","1","1",22,"1","0","0","0","1","0","0","1","0","0","9","6","1","0","0","4","1","3","0",34,5,"3","3","2","0",30,5,11,205.74,5,116.54,"1","1",72,"0",80.6,5683.05,"1",26.5,1896.8,"0",0,0,"1",21.75,1575,"0","0",0,"1","0","0","0","1","1","1","1","0","1",12,"1","1","1","0","0","0","0","0","1","0","0","0","1"
"4354","7843-FWHVGC-QYE","1","1","0",73,"6","Septiembre",15,"3","2","1",3,"2","0",33,"2",6.2,0.390786,1.655214,"0","1","1",12,"2",2,0,0,0,0,0,0,0,0,"1","1",41,"5",2,"1","0",17.5,"1","0","0","1","1",16,"1","0","0","1","1","0","0","0","0","0","2","3","0","1","0","1","4","3","0",39,5,"2","1","2","0",30,5,13,505.93,5,194.61,"0","2",72,"0",29.6,2088.7,"1",49,3438.45,"0",0,0,"1",23.5,1640,"0","0",0,"1","0","0","0","1","1","0","1","0","1",20,"1","1","1","0","0","0","0","0","1","0","1","0","0"
"4355","5637-LPBUOO-JAH","1","2","0",76,"6","Noviembre",13,"2","2","0",13,"4","1",23,"1",15,1.10055,2.34945,"0","3","0",-1,"-1",1,5,0,1,0,0,0,0,4,"1","4",48,"5",2,"1","0",10.4,"1","1","0","1","1",34,"1","0","0","1","0","0","0","0","0","0","9","4","0","0","0","4","2","3","0",38,5,"3","4","3","0",30,5,12,127.74,1,19.53,"0","2",72,"0",46.1,3307.7,"1",37,2650.65,"0",0,0,"1",13.75,980,"0","0",0,"0","0","0","0","1","1","1","1","0","1",24,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"4356","7968-YDYADQ-JZV","2","3","0",23,"2","Mayo",15,"3","1","1",1,"1","0",28,"2",6,0.11592,1.56408,"1","3","0",-1,"-1",1,9,0,0,0,0,0,0,9,"1","1",0,"1",3,"0","0",16.9,"1","0","1","1","1",30,"1","0","1","0","1","0","0","0","0","0","9","2","1","0","0","3","1","4","0",2,2,"4","1","4","0",1,1,11,203.65,3,50.43,"1","1",3,"0",3.4,9.65,"0",0,0,"1",31.4,40.5,"1",22.5,35,"0","0",0,"0","1","1","0","1","1","1","1","0","1",14,"1","0","1","0","1","1","0","0","0","0","0","0","0"
